OFR_ID,Area,Eccentricity
1,2.664518356323242,0.5220070396852603
2,2.66571044921875,0.5220070396852603
3,2.662992477416992,0.5220070396852603
4,2.651834487915039,0.5220070396852603
5,2.665853500366211,0.5139116187290063
6,2.6677608489990234,0.5139116187290063
7,2.6699066162109375,0.5287453862888198
8,2.673006057739258,0.5139116187290063
9,2.659320831298828,0.5220070396852603
10,2.664518356323242,0.5139116187290063
11,2.695798873901367,0.5275651685521604
12,2.7371883392333984,0.5185085165216903
13,2.734708786010742,0.5467122241946678
14,2.740621566772461,0.5185085165216903
15,2.686786651611328,0.520833085464942
16,2.6632308959960938,0.5503236008065394
17,2.654123306274414,0.5635426694267704
18,2.6723861694335938,0.6037551589169508
19,2.757596969604492,0.6414996972037313
20,2.8662681579589844,0.6676298294439694
21,3.0170440673828125,0.6859384401569322
22,3.150606155395508,0.6765445846800937
23,3.234100341796875,0.653041439836876
24,3.278493881225586,0.6432093339104814
25,3.305530548095703,0.6238894518746415
26,3.2998085021972656,0.6100370619000929
27,3.3226490020751953,0.5988683908941768
28,3.351593017578125,0.577713924555375
29,3.3527374267578125,0.5665398619074714
30,3.3439159393310547,0.5494937368873569
31,3.322887420654297,0.5313353656944957
32,3.267669677734375,0.520302056285805
33,3.228330612182617,0.5009592840813971
34,3.100156784057617,0.4830803283775894
35,2.998781204223633,0.42591770999995987
36,2.965211868286133,0.38550603561855085
37,2.911090850830078,0.3640675417181791
38,2.8693199157714844,0.3529463422085351
39,2.840852737426758,0.31224989991991997
40,2.7904510498046875,0.24553488603093812
41,2.7360916137695312,0.14396119751130454
42,2.7237892150878906,0.14433558902712268
43,2.7353286743164062,0.22614666158336985
44,2.7605533599853516,0.26553012237947937
45,2.793550491333008,0.2648642316819878
46,2.838277816772461,0.2635473358717121
47,2.9607295989990234,0.19850683923641807
48,3.076314926147461,0.36946340006445033
49,3.1600475311279297,0.3677958986194837
50,3.1993865966796875,0.3677958986194837
51,3.2445907592773438,0.39877064797758405
52,3.2470226287841797,0.4368314426703707
53,3.224658966064453,0.4629897451696218
54,3.174591064453125,0.4639817678744653
55,3.068113327026367,0.4510011572564133
56,2.8913497924804688,0.4194747803355328
57,2.6910781860351562,0.38273573088617885
58,2.591705322265625,0.34798527267687634
59,2.640247344970703,0.457037869382998
60,2.7687549591064453,0.5644435096748811
61,2.930450439453125,0.6422206472382962
62,3.0311107635498047,0.647689071844545
63,2.9890060424804688,0.6357077519997698
64,2.740478515625,0.5724992936698198
65,2.5548934936523438,0.5335458476135445
66,2.4028778076171875,0.5259500410087976
67,2.302408218383789,0.5150787536377128
68,2.1961212158203125,0.5580798744086809
69,2.1570682525634766,0.5607916047486149
70,2.1423816680908203,0.5686484698001353
71,2.1230220794677734,0.5700332541912416
72,2.123689651489258,0.5316015959350954
73,2.14080810546875,0.47906802527355774
74,2.1417617797851562,0.4382022471910113
75,2.0856380462646484,0.392995884994914
76,1.9679069519042969,0.3711537444790451
77,1.8360614776611328,0.3296609816078409
78,1.7033576965332031,0.29806538746827255
79,1.6204357147216797,0.30191978331264674
80,1.5896320343017578,0.3411744421846397
81,1.5790462493896484,0.3590109871423002
82,1.577615737915039,0.3590109871423002
83,1.5528678894042969,0.3601720232214426
84,1.5479564666748047,0.37709521578201743
85,1.5488624572753906,0.32432432432432434
86,1.5582084655761719,0.2827838053173678
87,1.5592098236083984,0.23247346230790605
88,1.5633583068847656,0.23247346230790605
89,1.581716537475586,0.2818466704677597
90,1.595306396484375,0.3029069556079667
91,1.5922069549560547,0.3029069556079667
92,1.5933990478515625,0.3029069556079667
93,1.6065120697021484,0.2809187857242465
94,1.6100883483886719,0.3222145592958553
95,1.6252517700195312,0.3882154877102616
96,1.642751693725586,0.3870042707987361
97,1.64642333984375,0.3870042707987361
98,1.6499519348144531,0.35559400022837756
99,1.6626358032226562,0.33791544979635457
100,1.6772270202636719,0.3368496714115047
101,1.712179183959961,0.3357939014109189
102,1.7568588256835938,0.3151418312574007
103,1.8254756927490234,0.31224989991991997
104,1.8971920013427734,0.26963369960298245
105,1.9849777221679688,0.2443108408575316
106,2.077627182006836,0.2840025342252543
107,2.182626724243164,0.37616258760943067
108,2.274036407470703,0.40999468365225566
109,2.358579635620117,0.4291656353435508
110,2.4358749389648438,0.4358898943540673
111,2.4925708770751953,0.41241791818446033
112,2.5359153747558594,0.39965262694272674
113,2.557706832885742,0.39866080956831795
114,2.5728702545166016,0.40936403579934877
115,2.5920867919921875,0.3976763200409467
116,2.6258468627929688,0.4186161529952248
117,2.655649185180664,0.4176033259127541
118,2.7030467987060547,0.4264256587653625
119,2.7742385864257812,0.4136240734492842
120,2.8533935546875,0.4107129424637925
121,2.9501914978027344,0.38640288819674556
122,3.0389785766601562,0.3837308642251371
123,3.1108856201171875,0.39236097437367956
124,3.2351016998291016,0.4184130000363809
125,3.291463851928711,0.40741751650583313
126,3.3252716064453125,0.3752080106698472
127,3.349924087524414,0.34016166314609925
128,3.3751487731933594,0.32720283486471585
129,3.3487796783447266,0.30074781053540206
130,3.289651870727539,0.2714898083530696
131,3.1960487365722656,0.25603819159562036
132,3.0914306640625,0.25846950508687627
133,2.9894351959228516,0.2211159547933397
134,2.8768062591552734,0.19998979669922565
135,2.7848243713378906,0.22499908685620826
136,2.673816680908203,0.284926986214871
137,2.565765380859375,0.3201453963314855
138,2.5108814239501953,0.3506463814980083
139,2.490854263305664,0.3767480035404901
140,2.4841785430908203,0.377705149155021
141,2.446460723876953,0.39141852966989843
142,2.426433563232422,0.367287337704378
143,2.440357208251953,0.39141852966989843
144,2.476358413696289,0.4016586111229246
145,2.536344528198242,0.4422187750417983
146,2.6317596435546875,0.457037869382998
147,2.698516845703125,0.4727657974777553
148,2.739715576171875,0.48741447792377746
149,2.7666568756103516,0.4863098946162406
150,2.8159141540527344,0.46844031385688606
151,2.875518798828125,0.46632137126854395
152,2.951526641845703,0.45502983879632714
153,3.012561798095703,0.42495756912720173
