,Area
0,6.2189483642578125
1,6.2189483642578125
2,6.2189483642578125
3,6.199550628662109
4,6.053552627563477
5,5.9305572509765625
6,5.769109725952148
7,5.619335174560547
8,5.520114898681641
9,5.403642654418945
10,5.275754928588867
11,5.123748779296875
12,4.945220947265625
13,4.780683517456055
14,4.67742919921875
15,4.585590362548828
16,4.480104446411133
17,4.371528625488281
18,4.269475936889648
19,4.123392105102539
20,3.957910537719727
21,3.794145584106445
22,3.619909286499024
23,3.480520248413086
24,3.352804183959961
25,3.225259780883789
26,3.225259780883789
27,3.225259780883789
28,3.225259780883789
29,4.034299850463867
30,4.07318115234375
31,4.086227416992188
32,4.137554168701172
33,4.137554168701172
34,4.241838455200195
35,4.362945556640625
36,4.514694213867188
37,4.7083282470703125
38,4.924278259277344
39,5.197820663452148
40,5.506038665771484
41,5.804214477539063
42,6.14659309387207
43,6.456356048583984
44,6.712989807128906
45,6.982927322387695
46,7.224969863891602
47,7.39405632019043
48,7.573699951171875
49,7.738409042358398
50,7.825956344604492
51,7.882089614868164
52,7.932815551757812
53,7.969980239868164
54,8.053836822509766
55,8.062334060668945
56,8.062334060668945
57,8.062334060668945
58,8.062334060668945
59,8.030834197998047
60,7.92963981628418
61,7.83350944519043
62,7.748279571533203
63,7.652492523193359
64,7.550697326660156
65,7.479543685913086
66,7.40778923034668
67,7.38555908203125
68,7.371225357055664
69,7.371225357055664
70,7.361354827880859
71,7.359123229980469
72,7.359123229980469
73,7.361354827880859
74,7.367448806762695
75,7.3773193359375
76,7.387361526489258
77,7.393198013305664
