,Area
0,0.7953929901123047
1,0.8222579956054688
2,0.8222579956054688
3,0.8222579956054688
4,0.8222579956054688
5,0.8142757415771484
6,0.8142757415771484
7,0.93109130859375
8,0.93109130859375
9,0.9717750549316406
10,1.1048126220703125
11,1.2450599670410156
12,1.2911510467529297
13,1.334238052368164
14,1.3765525817871094
15,1.3841915130615234
16,1.3841915130615234
17,1.3841915130615234
18,1.3841915130615234
19,1.3841915130615234
20,1.3841915130615234
21,1.3873672485351562
22,1.3906288146972656
23,1.4429855346679688
24,1.5634918212890625
25,1.711893081665039
26,1.819868087768555
27,1.819868087768555
28,1.819868087768555
29,1.819868087768555
30,1.6115570068359375
31,1.4996337890625
32,1.4253902435302734
33,1.4209270477294922
34,1.4209270477294922
35,1.4142322540283203
36,1.409769058227539
37,1.4087390899658203
38,1.394062042236328
39,1.378183364868164
40,1.319732666015625
41,1.2994766235351562
42,1.2225723266601562
43,1.2130451202392578
44,1.185922622680664
45,1.1778545379638672
46,1.1775970458984375
47,1.1778545379638672
48,1.185922622680664
49,1.2130451202392578
50,1.219482421875
51,1.287031173706055
52,1.3366413116455078
53,1.369771957397461
54,1.413717269897461
55,1.4534568786621094
56,1.4628982543945312
57,1.4739704132080078
58,1.5308761596679688
59,1.6090679168701172
60,1.6090679168701172
61,1.6090679168701172
62,1.6090679168701172
63,1.5898418426513672
64,1.5542221069335938
65,1.498260498046875
66,1.4421272277832031
67,1.372690200805664
68,1.3543224334716797
69,1.3543224334716797
70,1.3543224334716797
71,1.3543224334716797
72,1.3984394073486328
73,1.4448738098144531
74,1.616191864013672
75,2.0624256134033203
76,2.0804500579833984
77,2.518787384033203
78,2.7368831634521484
79,3.0007266998291016
80,3.222169876098633
81,3.403959274291992
82,3.666343688964844
83,3.666343688964844
84,3.666343688964844
85,3.666343688964844
86,3.5361385345458984
87,3.3195018768310547
88,3.208951950073242
89,3.1290435791015625
90,3.043642044067383
91,2.9306888580322266
92,2.794218063354492
93,2.743148803710937
94,2.743148803710937
95,2.743148803710937
96,2.743148803710937
97,2.860050201416016
98,3.0127429962158203
99,3.18277359008789
100,3.3745193481445312
101,3.640422821044922
102,3.9608287811279297
103,4.339771270751953
104,4.339771270751953
105,4.339771270751953
106,4.339771270751953
107,4.29591178894043
108,4.267158508300781
109,4.267158508300781
110,4.267158508300781
111,4.267158508300781
112,4.395132064819336
113,4.519758224487305
114,4.519758224487305
115,4.519758224487305
116,4.519758224487305
117,4.356937408447266
118,4.277801513671875
119,4.076013565063477
120,4.073610305786133
121,3.890361785888672
122,3.879461288452149
123,3.706598281860352
124,3.651323318481445
125,3.5963058471679688
126,3.45245361328125
127,3.1955623626708984
128,2.722034454345703
129,2.722034454345703
130,2.650794982910156
131,2.048778533935547
132,2.003030776977539
133,1.8714523315429688
134,1.2827396392822266
135,1.0988903045654297
136,0.8937549591064453
137,0.7923030853271484
138,0.7824325561523438
139,0.7729911804199219
140,0.7729911804199219
141,0.7729911804199219
142,0.7923030853271484
143,0.8071517944335938
144,0.8547019958496094
145,0.8878326416015625
146,0.9896278381347656
147,1.0698795318603516
148,1.1786270141601562
149,1.276044845581055
150,1.407365798950195
151,1.568899154663086
152,1.7645931243896484
153,1.93110466003418
154,2.092981338500977
155,2.2298812866210938
156,2.3688411712646484
157,2.51260757446289
158,2.6889896392822266
159,2.8621959686279297
160,3.025360107421875
161,3.2010555267333984
162,3.4215545654296875
163,3.6649703979492183
164,3.8498497009277344
165,4.011812210083008
166,4.022111892700195
167,4.029750823974609
168,4.037904739379883
169,4.049663543701172
170,4.074211120605469
171,4.081764221191406
172,4.116783142089844
173,4.204673767089844
174,4.286642074584961
175,4.379339218139648
176,4.468345642089844
177,4.468345642089844
178,4.468345642089844
179,4.496755599975586
180,4.514780044555664
181,4.514780044555664
182,4.514780044555664
183,4.532032012939453
184,4.584732055664063
185,4.630565643310547
186,4.714765548706055
187,4.828834533691406
188,4.990968704223633
189,5.254297256469727
190,5.511960983276367
191,5.812625885009766
192,6.113290786743164
193,6.356964111328125
194,6.526823043823242
195,6.707668304443359
196,6.891689300537109
197,7.066183090209961
198,7.317667007446289
199,7.469501495361328
200,7.649059295654297
201,7.708368301391602
202,7.762441635131836
203,7.804756164550781
204,7.832136154174805
205,7.850503921508789
206,7.888011932373047
207,7.914791107177734
208,7.945690155029297
209,7.954187393188477
