,Area
0,4.49615478515625
1,4.535207748413086
2,4.558467864990234
3,4.628763198852539
4,4.6808624267578125
5,4.69416618347168
6,4.833383560180664
7,4.970798492431641
8,5.047273635864258
9,5.253438949584961
10,5.253438949584961
11,5.254125595092773
12,5.267343521118164
13,5.267343521118164
14,5.488615036010742
15,5.551958084106445
16,5.551958084106445
17,5.551958084106445
18,5.514020919799805
19,5.488615036010742
20,5.435914993286133
21,5.285282135009766
22,5.199451446533203
23,5.031566619873047
24,5.012855529785156
25,4.742746353149414
26,4.712362289428711
27,4.712362289428711
28,4.712362289428711
29,4.712362289428711
30,4.741373062133789
31,4.757852554321289
32,4.994573593139648
33,5.183744430541992
34,5.343561172485352
35,5.441493988037109
36,5.441493988037109
37,5.441493988037109
38,5.441493988037109
39,5.33961296081543
40,5.187435150146484
41,4.844970703125
42,4.525508880615234
43,4.419593811035156
44,4.371356964111328
45,4.370584487915039
46,4.370584487915039
47,4.340114593505859
48,4.309902191162109
49,4.309902191162109
50,4.2414093017578125
51,3.974733352661133
52,3.8986873626708975
53,3.798351287841797
54,3.741531372070313
55,3.728656768798828
56,3.728656768798828
57,3.728656768798828
58,3.724279403686523
59,3.724279403686523
60,3.720417022705078
61,3.54360580444336
62,3.308858871459961
63,3.060894012451172
64,2.88116455078125
65,2.8133583068847656
66,2.787437438964844
67,2.7634048461914062
68,2.7216053009033203
69,2.687530517578125
70,2.687530517578125
71,2.687530517578125
72,2.687530517578125
73,2.6876163482666016
74,2.7070140838623047
75,2.7135372161865234
76,2.7161121368408203
77,2.716970443725586
78,2.75482177734375
79,2.787179946899414
80,2.8306961059570312
81,2.870779037475586
82,2.89790153503418
83,2.929658889770508
84,2.96304702758789
85,2.9966068267822266
86,3.056173324584961
87,3.1692123413085938
88,3.284912109375
89,3.4545135498046875
90,3.6165618896484375
91,3.771915435791016
92,3.9180850982666016
93,4.067173004150391
94,4.175662994384766
95,4.264669418334961
96,4.3265533447265625
97,4.354104995727539
98,4.393072128295898
99,4.436931610107422
100,4.509201049804688
101,4.551172256469727
102,4.681720733642578
103,4.771499633789063
104,4.91114616394043
105,5.051908493041992
106,5.154304504394531
107,5.326738357543945
108,5.515308380126953
109,5.653924942016602
110,5.756664276123047
111,5.837259292602539
112,5.837259292602539
113,5.837259292602539
114,5.837259292602539
115,5.760784149169922
116,5.536766052246094
117,5.311546325683594
118,5.1161956787109375
119,4.9088287353515625
120,4.712362289428711
121,4.510917663574219
122,4.339685440063477
123,4.299602508544922
124,4.262523651123047
125,4.262523651123047
126,4.262523651123047
127,4.262523651123047
128,4.314794540405273
129,4.464826583862305
130,4.602670669555664
131,4.720516204833984
132,4.794588088989258
133,4.855270385742188
134,4.913291931152344
135,5.057744979858398
136,5.191211700439453
137,5.300559997558594
138,5.447330474853516
139,5.572042465209961
140,5.658388137817383
141,5.694351196289063
142,5.756149291992188
143,5.840263366699219
144,5.849876403808594
145,5.849876403808594
146,5.849876403808594
147,5.849876403808594
148,5.796060562133789
149,5.758037567138672
150,5.6339263916015625
151,5.518484115600586
152,5.415058135986328
153,5.266485214233398
154,5.103921890258789
155,4.979038238525391
156,4.871578216552734
157,4.61726188659668
158,4.564218521118164
159,4.45469856262207
160,4.300203323364258
161,4.126825332641602
162,3.985118865966797
163,3.8599777221679688
164,3.721189498901367
165,3.55133056640625
166,3.399839401245117
167,3.2559871673583984
168,3.141489028930664
169,3.032312393188477
170,2.930517196655273
171,2.904081344604492
172,2.893524169921875
173,2.8767871856689453
174,2.873525619506836
175,2.838678359985352
176,2.8353309631347656
177,2.8353309631347656
178,2.8353309631347656
179,2.873525619506836
180,2.873525619506836
181,2.7979087829589844
182,2.9421043395996094
183,3.0978870391845703
184,3.0978870391845703
185,3.0978870391845703
186,3.0978870391845703
187,3.2907485961914062
188,3.4842967987060547
189,3.665142059326172
190,3.9206600189208975
191,3.970184326171875
192,4.467916488647461
193,4.889688491821289
194,5.346736907958984
195,5.758724212646484
196,6.065826416015625
197,6.177148818969727
198,6.179122924804688
199,6.179122924804688
200,6.179122924804688
201,6.179122924804688
202,5.9841156005859375
203,5.852622985839844
204,5.834169387817383
205,5.824642181396484
206,5.785932540893555
207,5.785932540893555
208,5.785932540893555
209,5.785932540893555
210,5.812368392944336
211,5.913047790527344
212,5.992956161499023
213,6.089773178100586
214,6.188478469848633
